epoch,train_acc,train_f1,train_loss,test_acc,test_f1,test_loss
27,0.6495487741752788,0.17911510215234008,0.6447782737175952,0.649820192746009,0.17950940234258403,0.6441813335278944
28,0.6495057984600113,0.1790985488673221,0.6446081765070071,0.6498094488213148,0.17948127796078658,0.6440124790265345
29,0.6494678109974088,0.17909294321684355,0.6444444997587307,0.6497879609719261,0.17944863597459668,0.643849946940453
30,0.6494010451540468,0.17907674615011412,0.6442863646219859,0.6497680079689224,0.17946385228069547,0.6436928625288626
31,0.6493626739797009,0.17905623323397246,0.6441330367069557,0.6496759171858285,0.17942514065898513,0.6435404957261828
32,0.6493388838516064,0.17899315787204068,0.6439839020342827,0.6496482899509003,0.17941943021479284,0.6433922370071522
33,0.6493227679583811,0.17900558044938245,0.6438384472991154,0.6496298717942814,0.1794175901994687,0.6432475775793881
34,0.6493020475242343,0.17899542230494492,0.6436962435582908,0.6496559641828248,0.17943445469382474,0.6431060930111345
35,0.6493477092217059,0.1790425848251303,0.6435569326656694,0.6496728474930586,0.17947694796441088,0.6429674296180803
36,0.6493411861220671,0.17901477460772636,0.6434202159373071,0.6496206627159721,0.1793842227294786,0.6428312930897349
37,0.6493181634174596,0.1789933253680929,0.6432858446430333,0.6496099187912778,0.17936790947129277,0.6426974389506743
38,0.6493139425882816,0.17900188197036457,0.6431536120060858,0.6496375460262059,0.17936771568056484,0.6425656645371451
39,0.6493108728943339,0.1790256701852346,0.6430233464565954,0.6496237324087418,0.17937371260950685,0.6424358022337049
40,0.6493308259049937,0.17903845791063705,0.6428949059335332,0.649545455243112,0.17930543674384833,0.6423077137635159
41,0.6493346630224284,0.1790489160460046,0.6427681730674291,0.6495746173244251,0.17931768266600528,0.6421812853637406
42,0.6493331281754545,0.1790659716264785,0.6426430511058516,0.6496099187912778,0.1793266085255991,0.6420564237072066
43,0.6493764876024655,0.1790811999597522,0.642519460467008,0.6496252672551268,0.17932715467964713,0.6419330524550653
44,0.6493887663782562,0.17907012263600014,0.6423973358257188,0.6496007097129683,0.17934044128748394,0.6418111093441136
45,0.6494183121825026,0.17910463853197162,0.6422766236514168,0.6496713126466738,0.17935829953691718,0.6416905437279127
46,0.6494332769404975,0.1791064891936623,0.6421572801302413,0.6496590338755945,0.17931773402557055,0.6415713145034091
47,0.6494467068515185,0.17909884491488495,0.6420392694138114,0.6497112186526811,0.1793514609747503,0.6414533883652517
48,0.6495027287660636,0.17915037513580645,0.6419225621458867,0.6496912656496775,0.179354880464837,0.641336738338758
49,0.649560669239326,0.1791909176861382,0.6418071342254219,0.6496912656496775,0.1793725842696629,0.641221342549785
50,0.6496086332072585,0.1792361337687189,0.6416929657705689,0.6497234974237603,0.17939203037690665,0.6411071831958811
