epoch,train_acc,train_f1,train_loss,test_acc,test_f1,test_loss
20,0.6729790091064,0.18872370297008154,0.6194969010991008,0.6669966017326378,0.12847236140618107,0.6296323094466748
21,0.6732886610714836,0.18889823732130198,0.6190592011267493,0.6672665486047958,0.12840585960812242,0.6292433640111224
22,0.673548227653785,0.18901120458609696,0.6186648651559639,0.6674580002871775,0.1283740722712606,0.6288919470520026
23,0.6737968266340173,0.189095582013972,0.6183076330727486,0.6676877423060356,0.12842516482468078,0.6285727627284833
24,0.6740183721958126,0.18924401503186494,0.6179823991611053,0.6678734504379458,0.12848774704351584,0.6282814150121603
25,0.6742241975279756,0.18934684082303987,0.617684961298351,0.6680649021203274,0.12857860876558103,0.6280142324592735
26,0.6743898083192187,0.18944408294389867,0.617411831123484,0.6682142344325851,0.12855016493684127,0.6277681309247631
27,0.6745426235747144,0.1895486421209696,0.6171600890103807,0.6683961135308476,0.1286203721870897,0.6275405052442695
28,0.6747151805139345,0.18963160229186382,0.6169272723108483,0.6685760781122864,0.1286373680581073,0.6273291432238534
29,0.6748515443663267,0.18975510122276298,0.6167112885370102,0.6686373426506486,0.12870195575020768,0.6271321569363254
30,0.674997779060581,0.1898419942732265,0.6165103473994107,0.6686909491217154,0.12867622994154285,0.626947927531565
31,0.6750836919434554,0.18988118297457307,0.6163229072135358,0.6688402814339731,0.12863900377312867,0.6267750606607514
32,0.6751648521987665,0.18991961474887473,0.6161476323349179,0.6689953572967022,0.12867395073176632,0.62661235028136
33,0.6752694100051584,0.18999130939907186,0.6159833591167199,0.6690968266883646,0.12869076005585608,0.6264587491125653
34,0.6753907848013895,0.19004589277455622,0.6158290684954946,0.669269133202508,0.12881947421240286,0.6263133443933457
35,0.6754862029393904,0.19014287539003338,0.6156838637636963,0.6693667735605227,0.12889655589855334,0.6261753378883366
36,0.6756057498019434,0.1902144005081437,0.6155469524252314,0.669468242952185,0.1289398136235438,0.6260440293121158
37,0.6756898347511396,0.19028242151737784,0.615417631284299,0.6695658833101996,0.12895541671292884,0.6259188025172174
38,0.6757592962309105,0.19031247061487155,0.615295274109475,0.6696845833532762,0.12906612821807167,0.6257991139268592
39,0.6758291232974168,0.19033678974107987,0.6151793213611264,0.6697803091944671,0.12914268403514087,0.625684482799511
40,0.6758978536037165,0.1903768632658317,0.6150692715816064,0.6698568898674198,0.12916877083122916,0.6255744829953191
41,0.6759812073794413,0.19044461251228542,0.6149646741335406,0.669916239888958,0.12912741507766134,0.6254687359798747
42,0.6760404324306144,0.1904994199165045,0.6148651230375834,0.6699794189441439,0.12915774158347815,0.6253669048522442
43,0.6760908834001321,0.19054118747693127,0.6147702517122776,0.6700904609199253,0.12917799496669735,0.6252686892249898
44,0.6761197647522473,0.19054162832961308,0.6146797284586937,0.6701957593452352,0.12924031885479167,0.6251738208163786
45,0.6761735060023858,0.19056574462446657,0.6145932525635515,0.6703068013210166,0.129331048046636,0.6250820596406882
46,0.6762042152881792,0.19058037370707698,0.6145105509191867,0.670385296510793,0.12936666868944316,0.6249931907032633
47,0.6762703864873293,0.1906281790786122,0.6144313750779078,0.6704446465323314,0.1294573996247465,0.6249070211234711
48,0.6763040204670078,0.19067676155532948,0.614355498673704,0.6704963384865744,0.1294750791579416,0.6248233776221055
49,0.6763332674058586,0.19068034828713118,0.6142827151562192,0.67058440626047,0.1295228266148616,0.624742104320499
50,0.6763672669722728,0.1907039590726997,0.614212835791841,0.6706131240128272,0.1295326563756963,0.6246630608074274
